#binSearch
#N	T[ms]		Stdev[ms]	Samples
1000	0.001662	0.000174	#50.000000
2000	0.001734	0.000307	#50.000000
3000	0.001824	0.000379	#50.000000
4000	0.004816	0.021431	#50.000000
5000	0.001846	0.000361	#50.000000
6000	0.001884	0.000309	#50.000000
7000	0.001954	0.000411	#50.000000
8000	0.001894	0.000384	#50.000000
9000	0.001900	0.000270	#50.000000
10000	0.001974	0.000412	#50.000000
