#seqSearch
#N	T[ms]		Stdev[ms]	Samples
1000	0.082260	0.026527	#50.000000
2000	5.856416	40.282169	#50.000000
3000	0.228948	0.043026	#50.000000
4000	0.376638	0.264233	#50.000000
5000	0.341214	0.114631	#50.000000
6000	0.482074	0.328683	#50.000000
7000	0.714666	1.428340	#50.000000
8000	1.233926	2.910105	#50.000000
9000	0.883180	1.417869	#50.000000
10000	1.173756	2.033526	#50.000000
