#hashSearch
#N	T[ms]		Stdev[ms]	Samples
1000	0.000224	0.000085	#50.000000
2000	0.000286	0.000107	#50.000000
3000	0.000348	0.000103	#50.000000
4000	0.000448	0.000292	#50.000000
5000	0.000376	0.000136	#50.000000
6000	0.000388	0.000173	#50.000000
7000	0.000374	0.000134	#50.000000
8000	0.000358	0.000134	#50.000000
9000	0.000284	0.000113	#50.000000
10000	0.000336	0.000201	#50.000000
